prime_word,target_word,TargetAccuracy,RTRecogniseTarget
THERAPY,TYLENOL,1,4460
THERMOMETER,WARMTH,1,4490
THINK,NEWS,1,1977
THRIFT,UNION,1,2097
TICKLE,CRY,1,1375
TIDE,STEPS,1,2903
TINY,SUPER,1,1556
TOPIC,ISSUE,1,1971
TOWER,VERDICT,1,3286
TRAGEDY,REMORSE,1,2486
TRANSPORTAT,PLANE,1,2888
TREES,HEDGE,1,1986
TRICYCLE,PASS,1,2195
TUG,CHIPMUNK,1,2365
UNICORN,ELK,1,1933
UNUSED,ELIMINATION,1,3639
UPSET,APATHETIC,1,4289
VEER,INTERSTATE,1,3476
VEST,SHIRT,1,1455
VICTIM,ALUMINUM,1,3710
VIOLENCE,MAFIA,1,2476
VIRUS,BACTERIA,1,2918
PUSH,MASK,1,2281
VOICE,MARROW,1,4465
VOLCANO,OFTEN,1,4366
VOYAGE,GRATE,1,3135
WAGE,ABDUCT,1,1941
WARDROBE,SLEEVE,1,2188
WART,CONCENTRATE,1,4203
WATERFALL,RAPID,1,2812
WEAR,BUCKLE,1,1696
WEEK,WELCOME,0,2388
EVERYDAY,CEREMONY,1,2702
WHISPER,CRACKLE,1,2169
WINGS,HAWK,1,2471
WOODS,HONEY,1,2281
OUTRAGEOUS,ABSURD,1,4733
REVIEW,ADJECTIVE,1,7416
LUST,ADORE,1,3628
ENGAGE,AGAIN,1,3373
FORESIGHT,ALGEBRA,1,5444
MAGNET,ALTER,1,4780
FUSS,AMBULANCE,1,5429
RELEASE,ANCHOR,1,4459
PRECISE,ANSWER,1,5707
MANSION,APARTMENT,1,5189
NASTY,APPEARANCE,1,6444
INSTANT,APPENDAGE,1,8787
TEAPOT,APPLIANCE,1,5685
CREATIVE,ARCHITECTURE,1,9288
COOKING,ARMY,1,3652
SMOKING,ASHTRAY,1,4410
DETERGENT,ASLEEP,1,4858
SMALL,ATTENDANCE,1,3829
PERFORMANCE,AUDIENCE,1,4372
PRESENCE,AWFUL,1,4181
TEST,FLUNK,1,9288
DOCUMENT,BASSINET,1,7921
DEODORANT,BEACH,1,4219
MATTRESS,BEDROOM,1,4734
SIBLING,BELONG,1,9288
SEAFOOD,CONFERENCE,1,4866
ARENA,BOG,1,5177
SLIMY,BROOM,1,3731
CERAMICS,BULLET,1,5212
BUGGY,BUNCH,1,3641
COMPLICATED,BURDEN,1,3719
CAREER,BUTLER,1,5873
HIGHWAY,CHECKING,1,3851
RAW,CHILI,1,7255
CONE,CIRCLE,1,3136
BUILDER,TOOL,1,3486
TRANQUIL,COMFORT,1,4305
BIT,COMPASS,1,5810
KID,COMPOUND,1,3673
PROFESSION,CONTENT,1,5765
SHIP,COVERED,1,3987
BETTER,CROCHET,1,5182
RECTANGLE,CUBE,1,5768
AGENT,CUSS,1,5390
FORCE,CYLINDER,1,5735
SLOW,DART,1,3426
REST,DASH,1,4463
BETRAY,DECEPTION,1,6799
DISSOLVE,DECOMPOSE,1,5795
CLOWN,DEPRESSED,1,5783
TREASON,DETECTIVE,1,6318
POPULAR,DIGESTION,1,8457
REFRAIN,DIRECTION,1,4426
LIPS,DISCUSSION,1,5415
CREATE,DISPLAY,1,4483
SNORKEL,DOWNSTREAM,1,5295
LOTTERY,DUE,1,2594
BRA,DUNK,1,8275
HUGE,DWARVES,1,6410
CELL,EARNESTNESS,0,9288
BRACELET,EARRING,1,4789
ODD,EQUAL,1,3622
SCALPEL,ERECT,1,8904
SCHEME,EXHAUSTED,1,7391
TRUTHFUL,EXPRESS,1,3493
FIGURE,FACTOR,1,4690
CHORUS,FAITH,1,4705
FRIENDLY,FANCY,1,4239
TULIP,FARMER,1,4839
HEAVY,FAT,1,4862
FELT,FAULT,1,4473
FAMINE,FEED,1,3935
ZUCCHINI,FIN,1,4209
LID,FIREMAN,1,5261
HOSTILITY,FIST,1,5831
CHAMPAGNE,FLASK,1,4686
BOOKBAG,FOLD,1,4246
STRIVE,FOOLISH,1,4427
MESSAGE,FORM,1,3139
FACE,FRIENDLINESS,1,9288
SPEAKER,FRIGID,1,5168
THIEF,FRISK,1,5407
SPACE,GALAXY,1,6279
LOAF,GAMBLE,1,4479
COMPASSION,GHOUL,1,5294
SHE,CHILDREN,1,3887
PLAZA,GOODS,1,9288
WRITE,GRAFT,1,4716
FEMALE,GROOM,1,4269
ORDINARY,GUIDE,1,3301
HORMONES,GUY,1,3316
SAILOR,HARBOR,1,9288
KITTEN,HAT,1,3702
TIMID,HEIGHTS,1,4778
CHASE,HER,1,3993
TRUCK,HIGH,1,4937
PENNY,HOBO,1,9288
DROP,HOLD,1,3160
DIAMOND,HOOK,1,4137
ARIGHT,HORROR,1,5792
RIBS,HUNGRY,1,4678
EMPLOYER,INCOME,1,4671
ALLERGY,INJECTION,1,4153
BRITANNICA,INSTRUCT,1,5387
CRUDE,INSTRUMENT,1,4837
FACTS,IVY,1,5206
COMMERCIAL,JOKER,1,4152
MEDIA,JOURNAL,1,3706
DISPERSE,JOURNEY,1,4419
RODENT,JOY,1,4162
BANANA,JUICE,1,4157
PREJUDICE,LADDER,1,3634
WASH,LAUNDRY,1,3887
LOTS,LESS,1,3131
ASSOCIATE,LESSON,1,5364
GOVERNOR,LIBEL,1,4763
CREW,LUCK,1,3481
FRAGRANCE,LUNCH,1,4858
RELAX,MACHINE,1,4331
BANK,MAILBOX,1,5171
QUARTER,MALL,1,3773
SILVERWARE,MAYBE,1,3633
CAFETERIA,MEAL,1,3707
SINCE,MEASURE,1,3768
VULNERABLE,MEEK,1,6201
HALL,MILE,1,4129
DELICIOUS,MINTS,1,4377
RASPBERRY,MIX,1,4971
OWE,MORTGAGE,1,4292
PEAS,MUSHROOM,1,5231
KEYBOARD,MUSIC,1,3670
TELLER,NINE,1,5690
DOZE,NOISY,1,4763
HITCH,NUT,1,3725
BLOSSOM,QUIT,1,4938
BREAD,OMELET,1,3642
MASH,ONION,1,3739
NITROGEN,OXYGEN,1,5240
CANVASS,PAD,1,4246
SLEIGH,PADDY,1,4911
WOMAN,PAL,1,4200
BUN,PANCAKES,1,5455
CLINIC,PANE,1,5172
CARNIVAL,PARADE,1,3186
NOTEBOOK,PARAGRAPH,1,4291
BOND,PEBBLE,1,6278
PANTYHOSE,PEPSI,1,3732
BLUEJAY,PIGEON,1,4953
MEADOW,PLANT,1,5391
CLOTHES,PLEDGE,1,5373
TONIC,POCKET,1,4660
BUREAU,POLYESTER,1,4669
DRIVER,POP,1,7408
CLUMSY,PORK,1,5209
BLOOM,POT,1,3907
FILE,POUND,1,4272
INTEGRITY,PRESIDENT,1,5333
ORCHARD,PRODUCE,1,4177
RIDICULOUS,PRODUCTION,1,4725
LAWYER,PROSECUTE,1,7741
PIECES,PROTEIN,1,4163
STANDARDS,PROVISION,1,4731
TIGER,PUFF,1,3932
COPIER,QUARREL,1,5763
SAMPLE,RECIPE,1,5820
OUTDOORS,RECREATION,1,4734
AFTERNOON,REPRESS,1,4702
CAB,ROAD,1,4482
SPATULA,ROOT,1,4155
BUTTER,RYE,1,3710
ANTELOPE,SALES,1,3353
DISGUST,SCARED,1,5478
DIGIT,SCHEDULE,1,3945
HORRIBLE,SCRAMBLE,1,4171
ARMOR,SCRATCH,1,4380
OWNER,SELLER,1,6889
OVERVIEW,SENTRY,1,4657
SUEDE,SERPENT,1,5293
THINGS,SEVERAL,1,5277
GENDER,SEX,1,3492
IMPACT,SHATTER,1,4865
BUCK,SHEEP,1,4923
SACK,SHEETS,1,4875
LAP,SHOE,1,3709
TRIGGER,SHOOTING,1,4423
STEEL,SICK,1,3714
CORK,SIDEWALK,1,4238
MASK,PUSH,1,3173
NUCLEAR,SLAY,1,4204
NEW,SLEEPY,1,4955
SURF,SNEAKER,1,5263
BAY,SOAK,1,4292
KIDS,SON,1,3898
SNACK,SPIN,1,3683
BOXING,SPLINTER,1,6202
FINAL,SPONGE,1,4812
SWEET,SPREE,1,5867
BEGIN,START,1,4450
ARGUE,STINGY,1,7324
HEADBAND,STOCKING,1,5891
OCEAN,STREAM,1,3638
SEA,SURVEY,1,6774
HINGE,TERROR,1,3109
TYLENOL,THERAPY,1,6918
WARMTH,THERMOMETER,1,9288
NEWS,THINK,1,5890
UNION,THRIFT,1,4676
CRY,TICKLE,1,3649
STEPS,TIDE,1,4263
SUPER,TINY,1,4190
ISSUE,TOPIC,1,4290
VERDICT,TOWER,1,3703
REMORSE,TRAGEDY,1,5262
PLANE,TRANSPORTATION,1,4428
HEDGE,TREES,1,5492
PASS,TRICYCLE,1,5829
CHIPMUNK,TUG,1,3688
ELK,UNICORN,1,5850
ELIMINATION,UNUSED,1,7304
APATHETIC,UPSET,1,3120
INTERSTATE,VEER,1,3728
SHIRT,VEST,1,3885
ALUMINUM,VICTIM,1,4467
MAFIA,VIOLENCE,1,3735
BACTERIA,VIRUS,1,3419
REPUBLICAN,CONVENT,1,5296
MARROW,VOICE,1,3431
OFTEN,VOLCANO,1,3634
GRATE,VOYAGE,1,4946
ABDUCT,WAGE,1,3678
SLEEVE,WARDROBE,1,4349
CONCENTRATE,WART,1,5766
RAPID,WATERFALL,1,5494
BUCKLE,WEAR,1,5281
WELCOME,WEEK,1,4879
CEREMONY,EVERYDAY,1,5236
CRACKLE,WHISPER,1,4455
HAWK,WINGS,1,3160
HONEY,WOODS,1,6498
YEARLY,WRITER,1,4683
OUTRAGEOUS,ABSURD,1,3173
REVIEW,ADJECTIVE,1,8782
LUST,ADORE,1,2498
ENGAGE,AGAIN,1,3880
FORESIGHT,ALGEBRA,1,4334
MAGNET,ALTER,1,3864
FUSS,AMBULANCE,1,5451
RELEASE,ANCHOR,1,2297
PRECISE,ANSWER,1,3928
MANSION,APARTMENT,1,2913
NASTY,APPEARANCE,0,9288
INSTANT,APPENDAGE,1,7403
TEAPOT,APPLIANCE,1,4755
CREATIVE,ARCHITECTURE,1,5180
COOKING,ARMY,1,2400
SMOKING,ASHTRAY,1,6894
DETERGENT,ASLEEP,1,4886
SMALL,ATTENDANCE,1,4652
PERFORMANCE,AUDIENCE,1,3362
PRESENCE,AWFUL,1,3350
TEST,FLUNK,1,1908
DOCUMENT,BASSINET,1,4200
DEODORANT,BEACH,1,1831
MATTRESS,BEDROOM,1,2294
SIBLING,BELONG,1,2407
SEAFOOD,CONFERENCE,1,5913
ARENA,BOG,1,2934
SLIMY,BROOM,1,2681
CERAMICS,BULLET,1,4889
BUGGY,BUNCH,1,2826
COMPLICATED,BURDEN,1,4432
CAREER,BUTLER,1,4876
HIGHWAY,CHECKING,1,2348
RAW,CHILI,0,2617
CONE,CIRCLE,1,3165
BUILDER,TOOL,1,2721
TRANQUIL,COMFORT,1,3644
BIT,COMPASS,1,2298
KID,COMPOUND,1,4476
PROFESSION,CONTENT,1,2878
SHIP,COVERED,1,3960
BETTER,CROCHET,1,5416
RECTANGLE,CUBE,1,1974
AGENT,CUSS,1,3329
FORCE,CYLINDER,1,4469
SLOW,DART,1,2661
REST,DASH,1,2971
BETRAY,DECEPTION,1,9288
DISSOLVE,DECOMPOSE,1,3743
CLOWN,DEPRESSED,1,2619
TREASON,DETECTIVE,1,3118
POPULAR,DIGESTION,1,4324
REFRAIN,DIRECTION,1,5439
LIPS,DISCUSSION,1,4934
CREATE,DISPLAY,1,3456
SNORKEL,DOWNSTREAM,1,2898
LOTTERY,DUE,1,2324
BRA,DUNK,1,3806
HUGE,DWARVES,1,9288
CELL,EARNESTNESS,1,9288
BRACELET,EARRING,1,3405
ODD,EQUAL,1,1937
SCALPEL,ERECT,1,3443
SCHEME,EXHAUSTED,1,2906
TRUTHFUL,EXPRESS,1,2379
FIGURE,FACTOR,1,2943
CHORUS,FAITH,1,4688
FRIENDLY,FANCY,1,2868
TULIP,FARMER,1,3101
HEAVY,FAT,1,1865
FELT,FAULT,1,2381
FAMINE,FEED,1,2680
ZUCCHINI,FIN,1,3405
LID,FIREMAN,1,3783
HOSTILITY,FIST,1,3667
CHAMPAGNE,FLASK,0,3850
BOOKBAG,FOLD,0,3350
STRIVE,FOOLISH,1,2627
MESSAGE,FORM,1,2103
FACE,FRIENDLINESS,1,7459
SPEAKER,FRIGID,1,3623
THIEF,FRISK,1,3367
SPACE,GALAXY,1,3412
LOAF,GAMBLE,1,2381
COMPASSION,GHOUL,1,3107
SHE,CHILDREN,1,1980
PLAZA,GOODS,1,2799
WRITE,GRAFT,1,3365
FEMALE,GROOM,1,2311
ORDINARY,GUIDE,1,3144
HORMONES,GUY,1,2422
SAILOR,HARBOR,1,2113
KITTEN,HAT,1,2583
TIMID,HEIGHTS,1,4155
CHASE,HER,1,1586
TRUCK,HIGH,1,2462
PENNY,HOBO,1,2953
DROP,HOLD,1,2605
DIAMOND,HOOK,1,2452
ARIGHT,HORROR,1,2642
RIBS,HUNGRY,1,4944
EMPLOYER,INCOME,1,2671
ALLERGY,INJECTION,1,2942
BRITANNICA,INSTRUCT,1,3417
CRUDE,INSTRUMENT,1,4704
FACTS,IVY,1,3248
COMMERCIAL,JOKER,1,2066
MEDIA,JOURNAL,1,3383
DISPERSE,JOURNEY,1,2346
RODENT,JOY,1,1809
BANANA,JUICE,1,1919
PREJUDICE,LADDER,1,2832
WASH,LAUNDRY,1,1703
LOTS,LESS,1,2171
ASSOCIATE,LESSON,1,2749
GOVERNOR,LIBEL,1,3186
CREW,LUCK,1,1898
FRAGRANCE,LUNCH,1,1883
RELAX,MACHINE,1,3240
BANK,MAILBOX,1,3308
QUARTER,MALL,0,1424
SILVERWARE,MAYBE,1,2744
CAFETERIA,MEAL,1,2402
SINCE,MEASURE,1,2180
VULNERABLE,MEEK,1,3128
HALL,MILE,1,4169
DELICIOUS,MINTS,1,3869
RASPBERRY,MIX,1,1916
OWE,MORTGAGE,1,5769
PEAS,MUSHROOM,1,2188
KEYBOARD,MUSIC,1,2825
TELLER,NINE,1,2930
DOZE,NOISY,1,3131
HITCH,NUT,1,2312
BLOSSOM,QUIT,1,4256
BREAD,OMELET,1,2849
MASH,ONION,1,2875
NITROGEN,OXYGEN,1,1963
CANVASS,PAD,1,1759
SLEIGH,PADDY,1,3844
WOMAN,PAL,1,2279
BUN,PANCAKES,1,3868
CLINIC,PANE,1,3637
CARNIVAL,PARADE,1,7314
NOTEBOOK,PARAGRAPH,1,4649
BOND,PEBBLE,1,3497
PANTYHOSE,PEPSI,1,3990
BLUEJAY,PIGEON,1,3250
MEADOW,PLANT,1,2830
CLOTHES,PLEDGE,1,3489
TONIC,POCKET,1,2941
BUREAU,POLYESTER,1,5260
DRIVER,POP,1,2906
CLUMSY,PORK,1,2317
BLOOM,POT,1,2403
FILE,POUND,1,2745
INTEGRITY,PRESIDENT,1,4725
ORCHARD,PRODUCE,1,3296
RIDICULOUS,PRODUCTION,1,4221
LAWYER,PROSECUTE,1,3698
PIECES,PROTEIN,1,4210
STANDARDS,PROVISION,1,2927
TIGER,PUFF,1,2407
COPIER,QUARREL,1,4936
SAMPLE,RECIPE,1,2590
OUTDOORS,RECREATION,1,3739
AFTERNOON,REPRESS,1,5274
CAB,ROAD,1,1603
SPATULA,ROOT,1,1882
BUTTER,RYE,1,1581
ANTELOPE,SALES,1,3345
DISGUST,SCARED,1,2995
DIGIT,SCHEDULE,1,3415
HORRIBLE,SCRAMBLE,1,4214
ARMOR,SCRATCH,1,4431
OWNER,SELLER,1,3419
OVERVIEW,SENTRY,1,5290
SUEDE,SERPENT,1,4255
THINGS,SEVERAL,1,4335
GENDER,SEX,1,1832
IMPACT,SHATTER,1,3735
BUCK,SHEEP,1,1465
SACK,SHEETS,1,4226
LAP,SHOE,1,2831
TRIGGER,SHOOTING,1,2713
STEEL,SICK,1,2861
CORK,SIDEWALK,1,4969
MASK,PUSH,1,1788
NUCLEAR,SLAY,1,2459
NEW,SLEEPY,1,3368
SURF,SNEAKER,1,2924
BAY,SOAK,1,2987
KIDS,SON,1,1598
SNACK,SPIN,1,2347
BOXING,SPLINTER,1,2282
FINAL,SPONGE,1,3654
SWEET,SPREE,1,4726
BEGIN,START,1,2440
ARGUE,STINGY,1,3803
HEADBAND,STOCKING,1,4367
OCEAN,STREAM,1,3417
SEA,SURVEY,1,2117
HINGE,TERROR,1,3870
TYLENOL,THERAPY,1,4697
WARMTH,THERMOMETER,1,3357
NEWS,THINK,1,1488
UNION,THRIFT,1,4202
CRY,TICKLE,1,3104
STEPS,TIDE,1,2455
SUPER,TINY,1,1846
ISSUE,TOPIC,1,3224
VERDICT,TOWER,1,2848
REMORSE,TRAGEDY,1,6285
PLANE,TRANSPORTATION,1,3464
HEDGE,TREES,1,2796
PASS,TRICYCLE,1,3169
CHIPMUNK,TUG,1,3269
ELK,UNICORN,1,2396
ELIMINATION,UNUSED,1,6345
APATHETIC,UPSET,1,1817
INTERSTATE,VEER,1,3944
SHIRT,VEST,1,1612
ALUMINUM,VICTIM,1,3414
MAFIA,VIOLENCE,1,4200
BACTERIA,VIRUS,1,1901
REPUBLICAN,CONVENT,1,5827
MARROW,VOICE,1,3690
OFTEN,VOLCANO,1,3686
GRATE,VOYAGE,1,3809
ABDUCT,WAGE,1,3359
SLEEVE,WARDROBE,1,3342
CONCENTRATE,WART,1,3150
RAPID,WATERFALL,1,3102
BUCKLE,WEAR,1,2481
WELCOME,WEEK,1,2358
CEREMONY,EVERYDAY,1,3142
CRACKLE,WHISPER,1,4348
HAWK,WINGS,1,2354
HONEY,WOODS,1,2449
YEARLY,WRITER,1,2980
OUTRAGEOUS,ABSURD,1,1942
REVIEW,ADJECTIVE,1,2406
LUST,ADORE,1,1794
ENGAGE,AGAIN,1,1890
FORESIGHT,ALGEBRA,1,2598
MAGNET,ALTER,1,1586
FUSS,AMBULANCE,1,1062
RELEASE,ANCHOR,1,1766
PRECISE,ANSWER,1,1079
MANSION,APARTMENT,1,1676
NASTY,APPEARANCE,1,1068
INSTANT,APPENDAGE,1,3459
TEAPOT,APPLIANCE,1,5239
CREATIVE,ARCHITECTURE,1,1810
COOKING,ARMY,1,1561
SMOKING,ASHTRAY,1,1837
DETERGENT,ASLEEP,1,1778
SMALL,ATTENDANCE,1,2389
PERFORMANCE,AUDIENCE,1,1884
PRESENCE,AWFUL,1,1579
TEST,FLUNK,1,1086
DOCUMENT,BASSINET,0,2083
DEODORANT,BEACH,1,2319
MATTRESS,BEDROOM,1,1058
SIBLING,BELONG,1,2760
SEAFOOD,CONFERENCE,1,1928
ARENA,BOG,1,5198
SLIMY,BROOM,1,1847
CERAMICS,BULLET,1,542
BUGGY,BUNCH,1,2422
COMPLICATED,BURDEN,1,1888
CAREER,BUTLER,1,2402
HIGHWAY,CHECKING,1,1894
RAW,CHILI,0,1935
CONE,CIRCLE,1,1136
BUILDER,TOOL,1,1353
TRANQUIL,COMFORT,1,1631
BIT,COMPASS,1,2359
KID,COMPOUND,1,1900
PROFESSION,CONTENT,1,1925
SHIP,COVERED,1,2623
BETTER,CROCHET,1,3217
RECTANGLE,CUBE,1,1086
AGENT,CUSS,1,2651
FORCE,CYLINDER,1,2393
SLOW,DART,1,2211
REST,DASH,1,2073
BETRAY,DECEPTION,1,2648
DISSOLVE,DECOMPOSE,1,1829
CLOWN,DEPRESSED,1,2311
TREASON,DETECTIVE,1,2185
POPULAR,DIGESTION,1,1294
REFRAIN,DIRECTION,1,1580
LIPS,DISCUSSION,1,2425
CREATE,DISPLAY,1,1675
SNORKEL,DOWNSTREAM,1,3621
LOTTERY,DUE,1,2073
BRA,DUNK,1,1812
HUGE,DWARVES,1,1917
CELL,EARNESTNESS,1,6463
BRACELET,EARRING,1,1569
ODD,EQUAL,1,1837
SCALPEL,ERECT,1,2080
SCHEME,EXHAUSTED,1,1965
TRUTHFUL,EXPRESS,1,2783
FIGURE,FACTOR,1,1788
CHORUS,FAITH,1,1557
FRIENDLY,FANCY,1,1604
TULIP,FARMER,1,1708
HEAVY,FAT,1,3348
FELT,FAULT,1,1990
FAMINE,FEED,1,1690
ZUCCHINI,FIN,1,4347
LID,FIREMAN,1,2631
HOSTILITY,FIST,1,2291
CHAMPAGNE,FLASK,1,1212
BOOKBAG,FOLD,1,2346
STRIVE,FOOLISH,1,3164
MESSAGE,FORM,1,1865
FACE,FRIENDLINESS,1,3466
SPEAKER,FRIGID,1,3364
THIEF,FRISK,1,2795
SPACE,GALAXY,1,2107
LOAF,GAMBLE,1,1600
COMPASSION,GHOUL,1,1997
SHE,CHILDREN,1,1852
PLAZA,GOODS,1,1085
WRITE,GRAFT,1,3391
FEMALE,GROOM,1,1946
ORDINARY,GUIDE,1,1846
HORMONES,GUY,1,1165
SAILOR,HARBOR,1,1695
KITTEN,HAT,1,1935
TIMID,HEIGHTS,1,1749
CHASE,HER,1,1983
TRUCK,HIGH,1,1910
PENNY,HOBO,1,2442
DROP,HOLD,1,992
DIAMOND,HOOK,1,1299
ARIGHT,HORROR,1,2307
RIBS,HUNGRY,1,1059
EMPLOYER,INCOME,1,1088
ALLERGY,INJECTION,1,2948
BRITANNICA,INSTRUCT,1,1380
CRUDE,INSTRUMENT,1,2703
FACTS,IVY,1,3105
COMMERCIAL,JOKER,1,993
MEDIA,JOURNAL,1,981
DISPERSE,JOURNEY,1,1603
RODENT,JOY,1,1601
BANANA,JUICE,1,1092
PREJUDICE,LADDER,1,1863
WASH,LAUNDRY,1,1602
LOTS,LESS,1,1834
ASSOCIATE,LESSON,1,1560
GOVERNOR,LIBEL,1,3344
CREW,LUCK,1,1755
FRAGRANCE,LUNCH,1,1210
RELAX,MACHINE,1,2476
BANK,MAILBOX,1,2306
QUARTER,MALL,0,2073
SILVERWARE,MAYBE,1,2800
CAFETERIA,MEAL,1,1942
SINCE,MEASURE,1,1630
VULNERABLE,MEEK,1,2326
HALL,MILE,1,2640
DELICIOUS,MINTS,1,2205
RASPBERRY,MIX,1,1914
OWE,MORTGAGE,1,1821
PEAS,MUSHROOM,1,1142
KEYBOARD,MUSIC,1,2603
TELLER,NINE,1,2740
DOZE,NOISY,1,2833
HITCH,NUT,1,2902
BLOSSOM,QUIT,1,941
BREAD,OMELET,1,1466
MASH,ONION,1,1651
NITROGEN,OXYGEN,1,1078
CANVASS,PAD,1,1775
SLEIGH,PADDY,1,2380
WOMAN,PAL,1,2806
BUN,PANCAKES,1,1682
CLINIC,PANE,1,2924
CARNIVAL,PARADE,1,1223
NOTEBOOK,PARAGRAPH,1,1816
BOND,PEBBLE,1,1686
PANTYHOSE,PEPSI,1,2939
BLUEJAY,PIGEON,1,1948
MEADOW,PLANT,1,1615
CLOTHES,PLEDGE,1,2354
TONIC,POCKET,1,2313
BUREAU,POLYESTER,1,3206
DRIVER,POP,1,526
CLUMSY,PORK,1,1678
BLOOM,POT,1,1642
FILE,POUND,1,1076
INTEGRITY,PRESIDENT,1,1626
ORCHARD,PRODUCE,1,1747
RIDICULOUS,PRODUCTION,1,4210
LAWYER,PROSECUTE,1,2387
PIECES,PROTEIN,1,1883
STANDARDS,PROVISION,1,3184
TIGER,PUFF,1,2459
COPIER,QUARREL,1,2612
SAMPLE,RECIPE,1,1071
OUTDOORS,RECREATION,1,3163
AFTERNOON,REPRESS,1,3465
CAB,ROAD,1,1721
SPATULA,ROOT,1,3193
BUTTER,RYE,1,1576
ANTELOPE,SALES,1,2294
DISGUST,SCARED,1,2493
DIGIT,SCHEDULE,1,2245
HORRIBLE,SCRAMBLE,1,1587
ARMOR,SCRATCH,1,2093
OWNER,SELLER,1,1694
OVERVIEW,SENTRY,1,2679
SUEDE,SERPENT,1,2432
THINGS,SEVERAL,1,2367
GENDER,SEX,1,960
IMPACT,SHATTER,1,1982
BUCK,SHEEP,1,1471
SACK,SHEETS,1,2218
LAP,SHOE,1,1184
TRIGGER,SHOOTING,1,531
STEEL,SICK,1,2596
CORK,SIDEWALK,1,1762
MASK,PUSH,1,1752
NUCLEAR,SLAY,1,2961
NEW,SLEEPY,1,1579
SURF,SNEAKER,1,1091
BAY,SOAK,1,3115
KIDS,SON,1,2261
SNACK,SPIN,1,2477
BOXING,SPLINTER,1,3166
FINAL,SPONGE,1,2328
SWEET,SPREE,1,2590
BEGIN,START,1,1828
ARGUE,STINGY,1,4168
HEADBAND,STOCKING,1,2659
OCEAN,STREAM,1,1668
SEA,SURVEY,1,2446
HINGE,TERROR,1,1676
TYLENOL,THERAPY,1,1872
WARMTH,THERMOMETER,0,1410
NEWS,THINK,1,2226
UNION,THRIFT,1,2685
CRY,TICKLE,1,2392
STEPS,TIDE,1,3286
SUPER,TINY,1,3105
ISSUE,TOPIC,1,1661
VERDICT,TOWER,1,1606
REMORSE,TRAGEDY,1,1745
PLANE,TRANSPORTATION,1,2470
HEDGE,TREES,1,4304
PASS,TRICYCLE,1,1883
CHIPMUNK,TUG,1,2342
ELK,UNICORN,1,1044
ELIMINATION,UNUSED,1,3189
APATHETIC,UPSET,1,1817
INTERSTATE,VEER,1,2257
SHIRT,VEST,1,1055
ALUMINUM,VICTIM,1,1918
MAFIA,VIOLENCE,1,1180
BACTERIA,VIRUS,1,1355
REPUBLICAN,CONVENT,1,3715
MARROW,VOICE,1,2475
OFTEN,VOLCANO,1,1713
GRATE,VOYAGE,1,1862
ABDUCT,WAGE,1,1582
SLEEVE,WARDROBE,1,1652
CONCENTRATE,WART,1,2643
RAPID,WATERFALL,1,1765
BUCKLE,WEAR,0,1702
WELCOME,WEEK,1,1644
CEREMONY,EVERYDAY,1,2639
CRACKLE,WHISPER,1,2373
HAWK,WINGS,1,1859
HONEY,WOODS,1,1904
YEARLY,WRITER,1,2829
ABSURD,OUTRAGEOUS,0,2078
ADJECTIVE,REVIEW,1,2277
ADORE,LUST,1,1323
AGAIN,ENGAGE,1,2202
ALGEBRA,FORESIGHT,1,2096
ALTER,MAGNET,1,1736
AMBULANCE,FUSS,1,3249
ANCHOR,RELEASE,1,1781
ANSWER,PRECISE,1,1989
APARTMENT,MANSION,1,1079
APPEARANCE,NASTY,1,1661
APPENDAGE,INSTANT,1,1956
APPLIANCE,TEAPOT,1,1599
ARCHITECTUR,CREATIVE,1,1561
ARMY,COOKING,1,2312
ASHTRAY,SMOKING,1,1678
ASLEEP,DETERGENT,1,1831
ATTENDANCE,SMALL,1,1075
AUDIENCE,PERFORMANCE,1,2119
AWFUL,PRESENCE,1,1774
FLUNK,TEST,1,2369
BASSINET,DOCUMENT,1,1635
BEACH,DEODORANT,1,1630
BEDROOM,MATTRESS,1,1559
BELONG,SIBLING,1,1477
CONFERENCE,SEAFOOD,1,1715
BOG,ARENA,1,1943
BROOM,SLIMY,1,2283
BULLET,CERAMICS,1,2255
BUNCH,BUGGY,1,2279
BURDEN,COMPLICATED,1,1836
BUTLER,CAREER,1,2609
CHECKING,HIGHWAY,1,2067
CHILI,RAW,0,1878
CIRCLE,CONE,1,1319
TOOL,BUILDER,1,1884
COMFORT,TRANQUIL,1,2774
COMPASS,BIT,1,1812
COMPOUND,KID,1,1585
CONTENT,PROFESSION,1,1814
COVERED,SHIP,0,1735
CROCHET,BETTER,1,2417
CUBE,RECTANGLE,1,2072
CUSS,AGENT,1,1920
CYLINDER,FORCE,1,1329
DART,SLOW,1,1409
DASH,REST,1,1076
DECEPTION,BETRAY,1,1967
DECOMPOSE,DISSOLVE,1,1855
DEPRESSED,CLOWN,1,1035
DETECTIVE,TREASON,1,2471
DIGESTION,POPULAR,1,2370
DIRECTION,REFRAIN,1,2108
DISCUSSION,LIPS,1,2314
DISPLAY,CREATE,1,1824
DOWNSTREAM,SNORKEL,1,2215
DUE,LOTTERY,1,1397
DUNK,BRA,1,1307
DWARVES,HUGE,1,1776
EARNESTNESS,CELL,1,1967
EARRING,BRACELET,1,1976
EQUAL,ODD,1,1490
ERECT,SCALPEL,1,3452
EXHAUSTED,SCHEME,1,1617
EXPRESS,TRUTHFUL,1,1237
FACTOR,FIGURE,1,1380
FAITH,CHORUS,1,1180
